Taxon,Species,Trait,Value,Source
Birds,Scolopax rusticola,BillF_MEAN,73.7,Storchova_Horak_2018
Birds,Scolopax rusticola,TarsusU_MEAN,36.15,Storchova_Horak_2018
Birds,Scolopax rusticola,TarsusM_MEAN,35.7,Storchova_Horak_2018
Birds,Scolopax rusticola,TarsusF_MEAN,36.6,Storchova_Horak_2018
Birds,Scolopax rusticola,WeightU_MEAN,312,Storchova_Horak_2018
Birds,Scolopax rusticola,WeightM_MEAN,301,Storchova_Horak_2018
Birds,Scolopax rusticola,WeightF_MEAN,323,Storchova_Horak_2018
Birds,Scolopax rusticola,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Scolopax rusticola,Clutch_MIN,2,Storchova_Horak_2018
Birds,Scolopax rusticola,Clutch_MAX,5,Storchova_Horak_2018
Birds,Scolopax rusticola,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Scolopax rusticola,Broods per year,1,Storchova_Horak_2018
Birds,Scolopax rusticola,EggL_MEAN,44,Storchova_Horak_2018
Birds,Scolopax rusticola,EggW_MEAN,34,Storchova_Horak_2018
Birds,Scolopax rusticola,Egg_MASS,24.5,Storchova_Horak_2018
Birds,Scolopax rusticola,Young,PR,Storchova_Horak_2018
Birds,Scolopax rusticola,Association during nesting,S,Storchova_Horak_2018
Birds,Scolopax rusticola,Nest type,G,Storchova_Horak_2018
Birds,Scolopax rusticola,Nest building,F,Storchova_Horak_2018
"Birds,Scolopax rusticola,Mating system,""M,PG,PM"",Storchova_Horak_2018"
Birds,Scolopax rusticola,Incubation period,22,Storchova_Horak_2018
Birds,Scolopax rusticola,Incubation sex,F,Storchova_Horak_2018
Birds,Scolopax rusticola,Hatching,SY,Storchova_Horak_2018
Birds,Scolopax rusticola,Eggshells,NA,Storchova_Horak_2018
Birds,Scolopax rusticola,Nestling period,NA,Storchova_Horak_2018
Birds,Scolopax rusticola,Fledging period,18,Storchova_Horak_2018
Birds,Scolopax rusticola,Parental feeding,0,Storchova_Horak_2018
Birds,Scolopax rusticola,Age of independence,39,Storchova_Horak_2018
Birds,Scolopax rusticola,Feeding independence,39,Storchova_Horak_2018
Birds,Scolopax rusticola,Age of first breeding,2,Storchova_Horak_2018
Birds,Scolopax rusticola,Life span,16,Storchova_Horak_2018
Birds,Scolopax rusticola,Post-fledging mortality,64,Storchova_Horak_2018
Birds,Scolopax rusticola,Mortality of adults,49,Storchova_Horak_2018
Birds,Scolopax rusticola,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Scolopax rusticola,Territoriality,0,Storchova_Horak_2018
Birds,Scolopax rusticola,Sedentary,0,Storchova_Horak_2018
Birds,Scolopax rusticola,Facultative migrant,0,Storchova_Horak_2018
Birds,Scolopax rusticola,Short distance migrant,1,Storchova_Horak_2018
Birds,Scolopax rusticola,Long distance migrant,0,Storchova_Horak_2018
Birds,Serinus serinus,TailF_MEAN,48.1,Storchova_Horak_2018
Birds,Serinus serinus,BillU_MEAN,10.5,Storchova_Horak_2018
Birds,Serinus serinus,BillM_MEAN,10.4,Storchova_Horak_2018
Birds,Serinus serinus,BillF_MEAN,10.6,Storchova_Horak_2018
Birds,Serinus serinus,TarsusU_MEAN,13.5,Storchova_Horak_2018
Birds,Serinus serinus,TarsusM_MEAN,13.6,Storchova_Horak_2018
Birds,Serinus serinus,TarsusF_MEAN,13.4,Storchova_Horak_2018
Birds,Serinus serinus,WeightU_MEAN,11.95,Storchova_Horak_2018
Birds,Serinus serinus,WeightM_MEAN,11.6,Storchova_Horak_2018
Birds,Serinus serinus,WeightF_MEAN,12.3,Storchova_Horak_2018
Birds,Serinus serinus,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Serinus serinus,Clutch_MIN,2,Storchova_Horak_2018
Birds,Serinus serinus,Clutch_MAX,5,Storchova_Horak_2018
Birds,Serinus serinus,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Serinus serinus,Broods per year,2,Storchova_Horak_2018
Birds,Serinus serinus,EggL_MEAN,16.1,Storchova_Horak_2018
Birds,Serinus serinus,EggW_MEAN,12,Storchova_Horak_2018
Birds,Serinus serinus,Egg_MASS,1.21,Storchova_Horak_2018
Birds,Serinus serinus,Young,AL,Storchova_Horak_2018
"Birds,Serinus serinus,Association during nesting,""S,SC"",Storchova_Horak_2018"
Birds,Serinus serinus,Nest type,OA,Storchova_Horak_2018
Birds,Serinus serinus,Nest building,F,Storchova_Horak_2018
Birds,Serinus serinus,Mating system,M,Storchova_Horak_2018
Birds,Serinus serinus,Incubation period,13,Storchova_Horak_2018
Birds,Serinus serinus,Incubation sex,F,Storchova_Horak_2018
Birds,Serinus serinus,Hatching,SY,Storchova_Horak_2018
Birds,Serinus serinus,Eggshells,NA,Storchova_Horak_2018
Birds,Serinus serinus,Nestling period,15,Storchova_Horak_2018
Birds,Serinus serinus,Fledging period,15,Storchova_Horak_2018
Birds,Serinus serinus,Parental feeding,24,Storchova_Horak_2018
Birds,Serinus serinus,Age of independence,24,Storchova_Horak_2018
Birds,Serinus serinus,Feeding independence,24,Storchova_Horak_2018
Birds,Serinus serinus,Age of first breeding,1,Storchova_Horak_2018
Birds,Serinus serinus,Life span,13,Storchova_Horak_2018
Birds,Serinus serinus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Serinus serinus,Mortality of adults,40,Storchova_Horak_2018
Birds,Serinus serinus,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Serinus serinus,Territoriality,1,Storchova_Horak_2018
Birds,Serinus serinus,Sedentary,1,Storchova_Horak_2018
Birds,Serinus serinus,Facultative migrant,0,Storchova_Horak_2018
Birds,Serinus serinus,Short distance migrant,1,Storchova_Horak_2018
Birds,Serinus serinus,Long distance migrant,0,Storchova_Horak_2018
Birds,Sitta europaea,TailF_MEAN,42.7,Storchova_Horak_2018
Birds,Sitta europaea,BillU_MEAN,20.2,Storchova_Horak_2018
Birds,Sitta europaea,BillM_MEAN,20.3,Storchova_Horak_2018
Birds,Sitta europaea,BillF_MEAN,20.1,Storchova_Horak_2018
Birds,Sitta europaea,TarsusU_MEAN,19.9,Storchova_Horak_2018
Birds,Sitta europaea,TarsusM_MEAN,20,Storchova_Horak_2018
Birds,Sitta europaea,TarsusF_MEAN,19.8,Storchova_Horak_2018
Birds,Sitta europaea,WeightU_MEAN,23.05,Storchova_Horak_2018
Birds,Sitta europaea,WeightM_MEAN,23.3,Storchova_Horak_2018
Birds,Sitta europaea,WeightF_MEAN,22.8,Storchova_Horak_2018
Birds,Sitta europaea,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Sitta europaea,Clutch_MIN,5,Storchova_Horak_2018
Birds,Sitta europaea,Clutch_MAX,12,Storchova_Horak_2018
Birds,Sitta europaea,Clutch_MEAN,7,Storchova_Horak_2018
Birds,Sitta europaea,Broods per year,1,Storchova_Horak_2018
Birds,Sitta europaea,EggL_MEAN,19.4,Storchova_Horak_2018
Birds,Sitta europaea,EggW_MEAN,14.6,Storchova_Horak_2018
Birds,Sitta europaea,Egg_MASS,2.16,Storchova_Horak_2018
Birds,Sitta europaea,Young,AL,Storchova_Horak_2018
Birds,Sitta europaea,Association during nesting,S,Storchova_Horak_2018
Birds,Sitta europaea,Nest type,H,Storchova_Horak_2018
Birds,Sitta europaea,Nest building,F,Storchova_Horak_2018
Birds,Sitta europaea,Mating system,M,Storchova_Horak_2018
Birds,Sitta europaea,Incubation period,15,Storchova_Horak_2018
Birds,Sitta europaea,Incubation sex,F,Storchova_Horak_2018
Birds,Sitta europaea,Hatching,SY,Storchova_Horak_2018
Birds,Sitta europaea,Eggshells,NA,Storchova_Horak_2018
Birds,Sitta europaea,Nestling period,NA,Storchova_Horak_2018
Birds,Sitta europaea,Fledging period,24,Storchova_Horak_2018
Birds,Sitta europaea,Parental feeding,33,Storchova_Horak_2018
Birds,Sitta europaea,Age of independence,33,Storchova_Horak_2018
Birds,Sitta europaea,Feeding independence,33,Storchova_Horak_2018
Birds,Sitta europaea,Age of first breeding,1,Storchova_Horak_2018
Birds,Sitta europaea,Life span,13,Storchova_Horak_2018
Birds,Sitta europaea,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sitta europaea,Mortality of adults,55,Storchova_Horak_2018
Birds,Sitta europaea,Association outside the breeding season,PA,Storchova_Horak_2018
Birds,Sitta europaea,Territoriality,1,Storchova_Horak_2018
Birds,Sitta europaea,Sedentary,1,Storchova_Horak_2018
Birds,Sitta europaea,Facultative migrant,0,Storchova_Horak_2018
Birds,Sitta europaea,Short distance migrant,0,Storchova_Horak_2018
Birds,Sitta europaea,Long distance migrant,0,Storchova_Horak_2018
Birds,Sitta krueperi,TailF_MEAN,36.1,Storchova_Horak_2018
Birds,Sitta krueperi,BillU_MEAN,19.05,Storchova_Horak_2018
Birds,Sitta krueperi,BillM_MEAN,19,Storchova_Horak_2018
Birds,Sitta krueperi,BillF_MEAN,19.1,Storchova_Horak_2018
Birds,Sitta krueperi,TarsusU_MEAN,18.1,Storchova_Horak_2018
Birds,Sitta krueperi,TarsusM_MEAN,18.2,Storchova_Horak_2018
Birds,Sitta krueperi,TarsusF_MEAN,18,Storchova_Horak_2018
Birds,Sitta krueperi,WeightU_MEAN,12.5,Storchova_Horak_2018
Birds,Sitta krueperi,WeightM_MEAN,12.5,Storchova_Horak_2018
Birds,Sitta krueperi,WeightF_MEAN,12.5,Storchova_Horak_2018
Birds,Sitta krueperi,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Sitta krueperi,Clutch_MIN,5,Storchova_Horak_2018
Birds,Sitta krueperi,Clutch_MAX,7,Storchova_Horak_2018
Birds,Sitta krueperi,Clutch_MEAN,5.5,Storchova_Horak_2018
Birds,Sitta krueperi,Broods per year,1,Storchova_Horak_2018
Birds,Sitta krueperi,EggL_MEAN,17.2,Storchova_Horak_2018
Birds,Sitta krueperi,EggW_MEAN,13.2,Storchova_Horak_2018
Birds,Sitta krueperi,Egg_MASS,1.45,Storchova_Horak_2018
Birds,Sitta krueperi,Young,AL,Storchova_Horak_2018
Birds,Sitta krueperi,Association during nesting,S,Storchova_Horak_2018
Birds,Sitta krueperi,Nest type,H,Storchova_Horak_2018
Birds,Sitta krueperi,Nest building,F,Storchova_Horak_2018
Birds,Sitta krueperi,Mating system,M,Storchova_Horak_2018
Birds,Sitta krueperi,Incubation period,16,Storchova_Horak_2018
Birds,Sitta krueperi,Incubation sex,F,Storchova_Horak_2018
Birds,Sitta krueperi,Hatching,SY,Storchova_Horak_2018
Birds,Sitta krueperi,Eggshells,NA,Storchova_Horak_2018
Birds,Sitta krueperi,Nestling period,NA,Storchova_Horak_2018
Birds,Sitta krueperi,Fledging period,18,Storchova_Horak_2018
Birds,Sitta krueperi,Parental feeding,27,Storchova_Horak_2018
Birds,Sitta krueperi,Age of independence,33,Storchova_Horak_2018
Birds,Sitta krueperi,Feeding independence,30,Storchova_Horak_2018
Birds,Sitta krueperi,Age of first breeding,1,Storchova_Horak_2018
Birds,Sitta krueperi,Life span,NA,Storchova_Horak_2018
Birds,Sitta krueperi,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sitta krueperi,Mortality of adults,NA,Storchova_Horak_2018
Birds,Sitta krueperi,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Sitta krueperi,Territoriality,1,Storchova_Horak_2018
Birds,Sitta krueperi,Sedentary,1,Storchova_Horak_2018
Birds,Sitta krueperi,Facultative migrant,0,Storchova_Horak_2018
Birds,Sitta krueperi,Short distance migrant,0,Storchova_Horak_2018
Birds,Sitta krueperi,Long distance migrant,0,Storchova_Horak_2018
Birds,Sitta whiteheadi,TailF_MEAN,38.2,Storchova_Horak_2018
Birds,Sitta whiteheadi,BillU_MEAN,17.95,Storchova_Horak_2018
Birds,Sitta whiteheadi,BillM_MEAN,18.2,Storchova_Horak_2018
Birds,Sitta whiteheadi,BillF_MEAN,17.7,Storchova_Horak_2018
Birds,Sitta whiteheadi,TarsusU_MEAN,17.6,Storchova_Horak_2018
Birds,Sitta whiteheadi,TarsusM_MEAN,17.8,Storchova_Horak_2018
Birds,Sitta whiteheadi,TarsusF_MEAN,17.4,Storchova_Horak_2018
Birds,Sitta whiteheadi,WeightU_MEAN,11.8,Storchova_Horak_2018
Birds,Sitta whiteheadi,WeightM_MEAN,11.8,Storchova_Horak_2018
Birds,Sitta whiteheadi,WeightF_MEAN,11.8,Storchova_Horak_2018
Birds,Sitta whiteheadi,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sitta whiteheadi,Clutch_MIN,5,Storchova_Horak_2018
Birds,Sitta whiteheadi,Clutch_MAX,6,Storchova_Horak_2018
Birds,Sitta whiteheadi,Clutch_MEAN,6,Storchova_Horak_2018
Birds,Sitta whiteheadi,Broods per year,2,Storchova_Horak_2018
Birds,Sitta whiteheadi,EggL_MEAN,17.2,Storchova_Horak_2018
Birds,Sitta whiteheadi,EggW_MEAN,13.98,Storchova_Horak_2018
Birds,Sitta whiteheadi,Egg_MASS,1.47,Storchova_Horak_2018
Birds,Sitta whiteheadi,Young,AL,Storchova_Horak_2018
Birds,Sitta whiteheadi,Association during nesting,S,Storchova_Horak_2018
Birds,Sitta whiteheadi,Nest type,H,Storchova_Horak_2018
Birds,Sitta whiteheadi,Nest building,B,Storchova_Horak_2018
Birds,Sitta whiteheadi,Mating system,M,Storchova_Horak_2018
Birds,Sitta whiteheadi,Incubation period,16,Storchova_Horak_2018
Birds,Sitta whiteheadi,Incubation sex,F,Storchova_Horak_2018
Birds,Sitta whiteheadi,Hatching,SY,Storchova_Horak_2018
Birds,Sitta whiteheadi,Eggshells,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Nestling period,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Fledging period,23,Storchova_Horak_2018
Birds,Sitta whiteheadi,Parental feeding,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Age of independence,33,Storchova_Horak_2018
Birds,Sitta whiteheadi,Feeding independence,33,Storchova_Horak_2018
Birds,Sitta whiteheadi,Age of first breeding,1,Storchova_Horak_2018
Birds,Sitta whiteheadi,Life span,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Mortality of adults,NA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Association outside the breeding season,PA,Storchova_Horak_2018
Birds,Sitta whiteheadi,Territoriality,1,Storchova_Horak_2018
Birds,Sitta whiteheadi,Sedentary,1,Storchova_Horak_2018
Birds,Sitta whiteheadi,Facultative migrant,0,Storchova_Horak_2018
Birds,Sitta whiteheadi,Short distance migrant,0,Storchova_Horak_2018
Birds,Sitta whiteheadi,Long distance migrant,0,Storchova_Horak_2018
Birds,Spinus spinus,TailF_MEAN,46.2,Storchova_Horak_2018
Birds,Spinus spinus,BillU_MEAN,12.95,Storchova_Horak_2018
Birds,Spinus spinus,BillM_MEAN,13,Storchova_Horak_2018
Birds,Spinus spinus,BillF_MEAN,12.9,Storchova_Horak_2018
Birds,Spinus spinus,TarsusU_MEAN,13.75,Storchova_Horak_2018
Birds,Spinus spinus,TarsusM_MEAN,13.7,Storchova_Horak_2018
Birds,Spinus spinus,TarsusF_MEAN,13.8,Storchova_Horak_2018
Birds,Spinus spinus,WeightU_MEAN,13.8,Storchova_Horak_2018
Birds,Spinus spinus,WeightM_MEAN,14.2,Storchova_Horak_2018
Birds,Spinus spinus,WeightF_MEAN,13.4,Storchova_Horak_2018
Birds,Spinus spinus,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Spinus spinus,Clutch_MIN,3,Storchova_Horak_2018
Birds,Spinus spinus,Clutch_MAX,6,Storchova_Horak_2018
Birds,Spinus spinus,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Spinus spinus,Broods per year,2,Storchova_Horak_2018
Birds,Spinus spinus,EggL_MEAN,16.4,Storchova_Horak_2018
Birds,Spinus spinus,EggW_MEAN,12.2,Storchova_Horak_2018
Birds,Spinus spinus,Egg_MASS,1.29,Storchova_Horak_2018
Birds,Spinus spinus,Young,AL,Storchova_Horak_2018
Birds,Spinus spinus,Association during nesting,S,Storchova_Horak_2018
Birds,Spinus spinus,Nest type,OA,Storchova_Horak_2018
Birds,Spinus spinus,Nest building,F,Storchova_Horak_2018
Birds,Spinus spinus,Mating system,M,Storchova_Horak_2018
Birds,Spinus spinus,Incubation period,13,Storchova_Horak_2018
Birds,Spinus spinus,Incubation sex,F,Storchova_Horak_2018
Birds,Spinus spinus,Hatching,SY,Storchova_Horak_2018
Birds,Spinus spinus,Eggshells,NA,Storchova_Horak_2018
Birds,Spinus spinus,Nestling period,13,Storchova_Horak_2018
Birds,Spinus spinus,Fledging period,14,Storchova_Horak_2018
Birds,Spinus spinus,Parental feeding,26,Storchova_Horak_2018
Birds,Spinus spinus,Age of independence,27,Storchova_Horak_2018
Birds,Spinus spinus,Feeding independence,26.5,Storchova_Horak_2018
Birds,Spinus spinus,Age of first breeding,1,Storchova_Horak_2018
Birds,Spinus spinus,Life span,14,Storchova_Horak_2018
Birds,Spinus spinus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Spinus spinus,Mortality of adults,61,Storchova_Horak_2018
Birds,Spinus spinus,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Spinus spinus,Territoriality,1,Storchova_Horak_2018
Birds,Spinus spinus,Sedentary,0,Storchova_Horak_2018
Birds,Spinus spinus,Facultative migrant,0,Storchova_Horak_2018
Birds,Spinus spinus,Short distance migrant,1,Storchova_Horak_2018
Birds,Spinus spinus,Long distance migrant,0,Storchova_Horak_2018
Birds,Streptopelia decaocto,TailF_MEAN,136,Storchova_Horak_2018
Birds,Streptopelia decaocto,BillU_MEAN,16.75,Storchova_Horak_2018
Birds,Streptopelia decaocto,BillM_MEAN,16.9,Storchova_Horak_2018
Birds,Streptopelia decaocto,BillF_MEAN,16.6,Storchova_Horak_2018
Birds,Streptopelia decaocto,TarsusU_MEAN,25.05,Storchova_Horak_2018
Birds,Streptopelia decaocto,TarsusM_MEAN,25.4,Storchova_Horak_2018
Birds,Streptopelia decaocto,TarsusF_MEAN,24.7,Storchova_Horak_2018
Birds,Streptopelia decaocto,WeightU_MEAN,195,Storchova_Horak_2018
Birds,Streptopelia decaocto,WeightM_MEAN,196,Storchova_Horak_2018
Birds,Streptopelia decaocto,WeightF_MEAN,194,Storchova_Horak_2018
Birds,Streptopelia decaocto,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Streptopelia decaocto,Clutch_MIN,1,Storchova_Horak_2018
Birds,Streptopelia decaocto,Clutch_MAX,2,Storchova_Horak_2018
Birds,Streptopelia decaocto,Clutch_MEAN,2,Storchova_Horak_2018
Birds,Streptopelia decaocto,Broods per year,4.5,Storchova_Horak_2018
Birds,Streptopelia decaocto,EggL_MEAN,31,Storchova_Horak_2018
Birds,Streptopelia decaocto,EggW_MEAN,24,Storchova_Horak_2018
Birds,Streptopelia decaocto,Egg_MASS,9.6,Storchova_Horak_2018
Birds,Streptopelia decaocto,Young,SA,Storchova_Horak_2018
Birds,Streptopelia decaocto,Association during nesting,S,Storchova_Horak_2018
Birds,Streptopelia decaocto,Nest type,OA,Storchova_Horak_2018
Birds,Streptopelia decaocto,Nest building,B,Storchova_Horak_2018
Birds,Streptopelia decaocto,Mating system,M,Storchova_Horak_2018
Birds,Streptopelia decaocto,Incubation period,15,Storchova_Horak_2018
Birds,Streptopelia decaocto,Incubation sex,B,Storchova_Horak_2018
Birds,Streptopelia decaocto,Hatching,SY,Storchova_Horak_2018
Birds,Streptopelia decaocto,Eggshells,NA,Storchova_Horak_2018
Birds,Streptopelia decaocto,Nestling period,15,Storchova_Horak_2018
Birds,Streptopelia decaocto,Fledging period,17,Storchova_Horak_2018
Birds,Streptopelia decaocto,Parental feeding,NA,Storchova_Horak_2018
Birds,Streptopelia decaocto,Age of independence,31,Storchova_Horak_2018
Birds,Streptopelia decaocto,Feeding independence,31,Storchova_Horak_2018
Birds,Streptopelia decaocto,Age of first breeding,1,Storchova_Horak_2018
Birds,Streptopelia decaocto,Life span,18,Storchova_Horak_2018
Birds,Streptopelia decaocto,Post-fledging mortality,65,Storchova_Horak_2018
Birds,Streptopelia decaocto,Mortality of adults,40,Storchova_Horak_2018
Birds,Streptopelia decaocto,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Streptopelia decaocto,Territoriality,1,Storchova_Horak_2018
Birds,Streptopelia decaocto,Sedentary,1,Storchova_Horak_2018
Birds,Streptopelia decaocto,Facultative migrant,0,Storchova_Horak_2018
Birds,Streptopelia decaocto,Short distance migrant,0,Storchova_Horak_2018
Birds,Streptopelia decaocto,Long distance migrant,0,Storchova_Horak_2018
Birds,Streptopelia turtur,TailF_MEAN,113,Storchova_Horak_2018
Birds,Streptopelia turtur,BillU_MEAN,16.4,Storchova_Horak_2018
Birds,Streptopelia turtur,BillM_MEAN,16.8,Storchova_Horak_2018
Birds,Streptopelia turtur,BillF_MEAN,16,Storchova_Horak_2018
Birds,Streptopelia turtur,TarsusU_MEAN,23.25,Storchova_Horak_2018
Birds,Streptopelia turtur,TarsusM_MEAN,23.6,Storchova_Horak_2018
Birds,Streptopelia turtur,TarsusF_MEAN,22.9,Storchova_Horak_2018
Birds,Streptopelia turtur,WeightU_MEAN,144,Storchova_Horak_2018
Birds,Streptopelia turtur,WeightM_MEAN,144,Storchova_Horak_2018
Birds,Streptopelia turtur,WeightF_MEAN,144,Storchova_Horak_2018
Birds,Streptopelia turtur,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Streptopelia turtur,Clutch_MIN,1,Storchova_Horak_2018
Birds,Streptopelia turtur,Clutch_MAX,2,Storchova_Horak_2018
Birds,Streptopelia turtur,Clutch_MEAN,1.5,Storchova_Horak_2018
Birds,Streptopelia turtur,Broods per year,2.5,Storchova_Horak_2018
Birds,Streptopelia turtur,EggL_MEAN,29,Storchova_Horak_2018
Birds,Streptopelia turtur,EggW_MEAN,22,Storchova_Horak_2018
Birds,Streptopelia turtur,Egg_MASS,8,Storchova_Horak_2018
Birds,Streptopelia turtur,Young,SA,Storchova_Horak_2018
Birds,Streptopelia turtur,Association during nesting,S,Storchova_Horak_2018
Birds,Streptopelia turtur,Nest type,OA,Storchova_Horak_2018
Birds,Streptopelia turtur,Nest building,B,Storchova_Horak_2018
Birds,Streptopelia turtur,Mating system,M,Storchova_Horak_2018
Birds,Streptopelia turtur,Incubation period,14,Storchova_Horak_2018
Birds,Streptopelia turtur,Incubation sex,B,Storchova_Horak_2018
Birds,Streptopelia turtur,Hatching,SY,Storchova_Horak_2018
Birds,Streptopelia turtur,Eggshells,NA,Storchova_Horak_2018
Birds,Streptopelia turtur,Nestling period,16,Storchova_Horak_2018
Birds,Streptopelia turtur,Fledging period,22,Storchova_Horak_2018
Birds,Streptopelia turtur,Parental feeding,NA,Storchova_Horak_2018
Birds,Streptopelia turtur,Age of independence,28,Storchova_Horak_2018
Birds,Streptopelia turtur,Feeding independence,28,Storchova_Horak_2018
Birds,Streptopelia turtur,Age of first breeding,1,Storchova_Horak_2018
Birds,Streptopelia turtur,Life span,13,Storchova_Horak_2018
Birds,Streptopelia turtur,Post-fledging mortality,64,Storchova_Horak_2018
Birds,Streptopelia turtur,Mortality of adults,50,Storchova_Horak_2018
"Birds,Streptopelia turtur,Association outside the breeding season,""PA,SO"",Storchova_Horak_2018"
Birds,Streptopelia turtur,Territoriality,0,Storchova_Horak_2018
Birds,Streptopelia turtur,Sedentary,0,Storchova_Horak_2018
Birds,Streptopelia turtur,Facultative migrant,0,Storchova_Horak_2018
Birds,Streptopelia turtur,Short distance migrant,0,Storchova_Horak_2018
Birds,Streptopelia turtur,Long distance migrant,1,Storchova_Horak_2018
Birds,Strix aluco,TailF_MEAN,162,Storchova_Horak_2018
Birds,Strix aluco,BillU_MEAN,31.25,Storchova_Horak_2018
Birds,Strix aluco,BillM_MEAN,30.5,Storchova_Horak_2018
Birds,Strix aluco,BillF_MEAN,32,Storchova_Horak_2018
Birds,Strix aluco,TarsusU_MEAN,47.4,Storchova_Horak_2018
Birds,Strix aluco,TarsusM_MEAN,46.5,Storchova_Horak_2018
Birds,Strix aluco,TarsusF_MEAN,48.3,Storchova_Horak_2018
Birds,Strix aluco,WeightU_MEAN,495.5,Storchova_Horak_2018
Birds,Strix aluco,WeightM_MEAN,417,Storchova_Horak_2018
Birds,Strix aluco,WeightF_MEAN,574,Storchova_Horak_2018
Birds,Strix aluco,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Strix aluco,Clutch_MIN,1,Storchova_Horak_2018
Birds,Strix aluco,Clutch_MAX,6,Storchova_Horak_2018
Birds,Strix aluco,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Strix aluco,Broods per year,1,Storchova_Horak_2018
Birds,Strix aluco,EggL_MEAN,47,Storchova_Horak_2018
Birds,Strix aluco,EggW_MEAN,39,Storchova_Horak_2018
Birds,Strix aluco,Egg_MASS,40,Storchova_Horak_2018
Birds,Strix aluco,Young,AL,Storchova_Horak_2018
Birds,Strix aluco,Association during nesting,S,Storchova_Horak_2018
Birds,Strix aluco,Nest type,H,Storchova_Horak_2018
Birds,Strix aluco,Nest building,N,Storchova_Horak_2018
Birds,Strix aluco,Mating system,M,Storchova_Horak_2018
Birds,Strix aluco,Incubation period,29,Storchova_Horak_2018
Birds,Strix aluco,Incubation sex,F,Storchova_Horak_2018
Birds,Strix aluco,Hatching,AS,Storchova_Horak_2018
Birds,Strix aluco,Eggshells,NA,Storchova_Horak_2018
Birds,Strix aluco,Nestling period,28,Storchova_Horak_2018
Birds,Strix aluco,Fledging period,35,Storchova_Horak_2018
Birds,Strix aluco,Parental feeding,112,Storchova_Horak_2018
Birds,Strix aluco,Age of independence,112,Storchova_Horak_2018
Birds,Strix aluco,Feeding independence,112,Storchova_Horak_2018
Birds,Strix aluco,Age of first breeding,2,Storchova_Horak_2018
Birds,Strix aluco,Life span,22,Storchova_Horak_2018
Birds,Strix aluco,Post-fledging mortality,55,Storchova_Horak_2018
Birds,Strix aluco,Mortality of adults,34,Storchova_Horak_2018
"Birds,Strix aluco,Association outside the breeding season,""SO,PA"",Storchova_Horak_2018"
Birds,Strix aluco,Territoriality,1,Storchova_Horak_2018
Birds,Strix aluco,Sedentary,1,Storchova_Horak_2018
Birds,Strix aluco,Facultative migrant,0,Storchova_Horak_2018
Birds,Strix aluco,Short distance migrant,0,Storchova_Horak_2018
Birds,Strix aluco,Long distance migrant,0,Storchova_Horak_2018
Birds,Strix uralensis,TailF_MEAN,296,Storchova_Horak_2018
Birds,Strix uralensis,BillU_MEAN,40,Storchova_Horak_2018
Birds,Strix uralensis,BillM_MEAN,39.6,Storchova_Horak_2018
Birds,Strix uralensis,BillF_MEAN,40.4,Storchova_Horak_2018
Birds,Strix uralensis,TarsusU_MEAN,52.65,Storchova_Horak_2018
Birds,Strix uralensis,TarsusM_MEAN,51.4,Storchova_Horak_2018
Birds,Strix uralensis,TarsusF_MEAN,53.9,Storchova_Horak_2018
Birds,Strix uralensis,WeightU_MEAN,765,Storchova_Horak_2018
Birds,Strix uralensis,WeightM_MEAN,678,Storchova_Horak_2018
Birds,Strix uralensis,WeightF_MEAN,852,Storchova_Horak_2018
Birds,Strix uralensis,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Strix uralensis,Clutch_MIN,1,Storchova_Horak_2018
Birds,Strix uralensis,Clutch_MAX,6,Storchova_Horak_2018
Birds,Strix uralensis,Clutch_MEAN,3,Storchova_Horak_2018
Birds,Strix uralensis,Broods per year,1,Storchova_Horak_2018
Birds,Strix uralensis,EggL_MEAN,50,Storchova_Horak_2018
Birds,Strix uralensis,EggW_MEAN,42,Storchova_Horak_2018
